,compound,neg,neu,pos,tweet_text
171,0.0,0.0,1.0,0.0,@ItsTimeToWakeU3 @usanorthcoast From memory she is a budding actress and been spotted with @GetUp #climatescam #climatehoax #mentalillness
172,0.0,0.0,1.0,0.0,RT @arikring: @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @debraruh @HansLak @SusanHeaney…
173,-0.2244,0.167,0.638,0.195,@GOPLeader  Agreed!  I also agree that women independent voters are pissed off at @GOP and voting for Democrats in… https://t.co/25J38cXIIt
174,0.8873,0.0,0.633,0.367,"RT @DebbieforFL: #Demdebate questions are interesting but let’s stay focused, we must win #2020 to get it right now #HealthForAll #gunsafet…"
175,0.0,0.0,1.0,0.0,RT @EllyanneCGithae: @MumbaMusondam @edmnangagwa @METHI_Zimbabwe @NewsDayZimbabwe @africaupdates @Zambia @QfmZambia @LamechLamarch25 @Greta…
176,0.3513,0.0,0.818,0.182,RT @SaveCutCarbon: Which is more important to you? #Brexit or #ClimateChange? https://t.co/zGvFlqB129
177,0.1027,0.11,0.762,0.129,"The bizarre, peaty science of #Arctic wildfires - The Arctic is burning. Yes, that Arctic—the traditionally cold an… https://t.co/STbZGAcAMd"
178,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
179,-0.6486,0.326,0.57,0.104,RT @airstripone84: Marxist scam endorsed by Marxist... The shocks just keep coming.... #ClimateHoax https://t.co/49bmAhl0BF
180,-0.2263,0.087,0.913,0.0,"RT @oxfamnz: #Pacific leaders from several island nations declare #ClimateCrisis &amp; are demanding an end to #coal mining @RNZ: ""the Pacific…"
181,0.7506,0.0,0.72,0.28,"RT @KennyMeganck: 1⃣2⃣3⃣
That is the number of years ago Nobel winner Arrhenius, in 1896, calculated that the increase in atmospheric carbo…"
182,0.0,0.0,1.0,0.0,"RT @newsonepk: زرتاج گل وزیر مملکت برائے موسمیاتی تغیر اور سید نوید قمر سابق وفاقی وزیر/رہنما پیپلزپارٹی خصوصی گفتگو

#Newsonepk #PrimeTime…"
183,0.0,0.0,1.0,0.0,@Nounce2000 I don't have the rest of your story! It's hidden but i can guess your goal. I think politicians and opt… https://t.co/PBl3Z5T0vy
184,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
185,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
186,0.0,0.0,1.0,0.0,"A CALL FOR VOLUNTEERS.

We Need You.... Our Environment Needs Us. 
 Register @ https://t.co/jwwNQOXv8x

#actiongx… https://t.co/ffA3EOF6aw"
187,0.25,0.099,0.755,0.146,"RT @GlobPeaceIndex: 400 million of these reside in countries which already have low levels of peacefulness

🌎#ClimateChange #ClimateEmergen…"
188,0.2103,0.153,0.619,0.228,#Climatechange: UK's 10 warmest years all occurred since 2002 &amp; excl. 2019. Horrifying #co2 emissions INCREASED las… https://t.co/g8zPpfnqXu
189,-0.1779,0.078,0.922,0.0,"RT @npdrifter: Seriously, Alberta voters, you elected THIS guy? Much of the planet, including your province, burns up each summer. Further,…"
190,-0.2263,0.087,0.913,0.0,"RT @oxfamnz: #Pacific leaders from several island nations declare #ClimateCrisis &amp; are demanding an end to #coal mining @RNZ: ""the Pacific…"
191,-0.2263,0.087,0.913,0.0,"RT @oxfamnz: #Pacific leaders from several island nations declare #ClimateCrisis &amp; are demanding an end to #coal mining @RNZ: ""the Pacific…"
192,0.0,0.0,1.0,0.0,"#Huomenta! #GoodMorning!

#kesä #loma #nature #luonto #photography #summer #Helsinki #Suomi #Finland… https://t.co/b2VENN9QVD"
193,0.0,0.0,1.0,0.0,"In northwest Russia near the Arctic, the temperature surged to 84 degrees Fahrenheit (29 Celsius) as carbon dioxide… https://t.co/lkg7e7VuuG"
194,-0.5574,0.223,0.777,0.0,"RT @ProfStrachan: Shocking State of Affairs

""The White House Blocks Report on #ClimateChange and #NationalSecurity"" 

""Politics intruded o…"
195,0.3382,0.094,0.761,0.145,"RT @EUClimateAction: Happy #FriendshipDay !
We dedicate this day to some of our partners &amp; all of you because we can only fight #climatecha…"
196,-0.3818,0.167,0.833,0.0,"RT @SamuelGuizani: Europe’s heatwave threatens to push Greenland toward record melting.
#climatechange #ClimateChangeIsReal https://t.co/lK…"
197,-0.296,0.128,0.872,0.0,RT @stevewardpoli: #Greens are often accused of being conservatives. Some key #Green policies: #Pharmacare #BasicIncomeGuarantee #Reconcili…
198,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
199,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
200,0.6833,0.0,0.81,0.19,"RT @Raffi_RC: newly revised, my ""COOL IT"" video (with David Suzuki and staff) is a stirring call to action—to cool this planet down! 🌎 #cli…"
201,-0.1779,0.078,0.922,0.0,"RT @npdrifter: Seriously, Alberta voters, you elected THIS guy? Much of the planet, including your province, burns up each summer. Further,…"
202,-0.6486,0.193,0.807,0.0,"RT @ShiCooks: More than 200 reindeer found dead of starvation in the Arctic, scientists say https://t.co/VjJw9xNrMr #ClimateChange RT @Barr…"
203,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
204,0.0,0.0,1.0,0.0,RT @NikolovScience: @Keeper_86 @MassiMassian @EuphoricEuler @CoinMomma @dan613 @SA_TEXROD @jimdtweet @Michael46830937 @Kenneth72712993 @Pet…
205,0.6124,0.0,0.808,0.192,"RT @ProfStrachan: UK needs to plant 1.5 billion trees to tackle #ClimateChange

""As well as locking up carbon, trees can improve soil quali…"
206,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
207,0.0,0.0,1.0,0.0,"RT @RepMcGovern: ✅So I'm visiting 9 farms tomorrow to talk about how #ClimateChange is impacting agriculture across #Massachusetts.

I'll u…"
208,-0.2263,0.087,0.913,0.0,"RT @oxfamnz: #Pacific leaders from several island nations declare #ClimateCrisis &amp; are demanding an end to #coal mining @RNZ: ""the Pacific…"
209,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
210,0.3612,0.082,0.773,0.146,"RT @jar_climate: Australia: we plan to continue BAU making #coal billionaires richer, and we figure dodgy accounting and emissions ""credits…"
211,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
212,0.5562,0.0,0.841,0.159,"RT @DocsEnvAus: Come to DEA's key event on #ClimateCrisis &amp; #health! NSW Parliament House, Tues 6 August 6.30pm. Free registration (essenti…"
213,0.6369,0.0,0.729,0.271,"RT @DrDooleyMD: Our taxes should be used to help people.   

Like:

#MedicareForAll 
#ClimateChange
#GreenNewDeal 
#CancelStudentDebt 
#Col…"
214,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
215,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
216,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
217,0.6124,0.0,0.808,0.192,"RT @ProfStrachan: UK needs to plant 1.5 billion trees to tackle #ClimateChange

""As well as locking up carbon, trees can improve soil quali…"
218,-0.2263,0.087,0.913,0.0,"RT @oxfamnz: #Pacific leaders from several island nations declare #ClimateCrisis &amp; are demanding an end to #coal mining @RNZ: ""the Pacific…"
219,-0.6824,0.302,0.576,0.122,"RT @ExtinctionNZ: ""#Climatechange is not so much an emergency as a festering injustice. We didn't end slavery by declaring an emergency &amp; d…"
220,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
221,0.4215,0.098,0.732,0.171,"RT @seanmholman: Newspapers that publish op-eds denying the #climatecrisis are ""polluting the public square by propagating what the best sc…"
222,0.1531,0.1,0.778,0.122,"RT @GeraldKutney: Prince Charles: ""It is baffling, I must say, that in our modern world we have such blind trust in science and technology…"
223,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
224,0.0258,0.0,0.961,0.039,RT @DRajesh_UG4PH: The UK will have to plant 1.5 billion trees if it is to meet its pledge to reach net zero #emissions by 2050 –&amp; this nee…
225,-0.4939,0.158,0.842,0.0,"RT @LGSpace: Rainforests are being destroyed for palm oil production, fuelling #climatechange and the #NatureEmergency. Orangutans are one…"
226,0.0,0.0,1.0,0.0,RT @IPCC_CH: Estimates of the global emissions outcome of current nationally stated mitigation ambitions as submitted under the Paris Agree…
227,0.3612,0.123,0.67,0.207,"No @Local4News #DetroitDebate 
@BernieSanders won the debate hands down with #MedicareForAll and #CollegeForAll… https://t.co/0ylfJC1TgM"
228,0.5719,0.0,0.829,0.171,"RT @courtghoward: ""What We Can Do Now"" Happy to contribute to this practical #climatechange project by @TorontoStar's @Megan_Ogilvie:
-⬇️yo…"
229,0.6124,0.0,0.808,0.192,"RT @ProfStrachan: UK needs to plant 1.5 billion trees to tackle #ClimateChange

""As well as locking up carbon, trees can improve soil quali…"
230,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
231,-0.5574,0.223,0.777,0.0,"RT @ProfStrachan: Shocking State of Affairs

""The White House Blocks Report on #ClimateChange and #NationalSecurity"" 

""Politics intruded o…"
232,0.0,0.0,1.0,0.0,"40 years ago, scientists predicted #climatechange. And hey, they were right https://t.co/sU1HlckVGT h/t @tveitdal"
233,-0.6249,0.255,0.745,0.0,"#CLIMATE crisis already causing deaths and childhood stunting, report reveals https://t.co/1PdOx6r9ZP  #GlobalWarming #climatechange"
234,-0.7063,0.246,0.754,0.0,"RT @DylanStrain: No, I'm not impressed Mike tbh. You've sold out. What's not to like about Corbyn's Labour policies?
Many see way beyond Br…"
235,0.0,0.0,1.0,0.0,"RT @BC_Riverside: 30,000 hectares of new trees should be planted in the UK every year according to @theCCCuk 🌳 In England last year we mana…"
236,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
237,0.0,0.0,1.0,0.0,#climatechange *sigh* https://t.co/1pCgMaaOJM
238,0.0,0.0,1.0,0.0,"@CANIntl urges govt action ahead @IPCC_CH report on #climatechange, land https://t.co/zOmAbZdzJQ #ClimateEmergency… https://t.co/585xYL7brL"
239,0.6369,0.0,0.729,0.271,"RT @DrDooleyMD: Our taxes should be used to help people.   

Like:

#MedicareForAll 
#ClimateChange
#GreenNewDeal 
#CancelStudentDebt 
#Col…"
240,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
241,0.1779,0.0,0.892,0.108,"RT @DocsEnvAus: ""Everything is changing"": #Farmers seek solutions, not slogans, on #climatechange https://t.co/u3C8U6epDJ @farmingforever @…"
242,-0.6249,0.24,0.76,0.0,"#CLIMATE crisis already causing deaths and childhood stunting, report reveals https://t.co/ohWKGaYJM4 #GPWX #GlobalWarming #climatechange"
243,0.0,0.0,1.0,0.0,"RT @ISAbella_P_PARF: #Climatechange is “absolutely” already causing deaths, according to a new report on the #health impacts of the climate…"
244,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
245,0.0,0.0,1.0,0.0,"Si può fare, subito, anche in Italia #climatechange

https://t.co/jmnNOuqu0t"
246,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
247,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
248,0.2732,0.086,0.782,0.132,"RT @Speak535: Hi, climate change deniers.

A friendly reminder that the scientific consensus that many of you fervently dismiss is now 99%…"
249,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
250,-0.4215,0.123,0.877,0.0,RT @northbird_ellen: Reindeers are sensitive to climate and are starving due to #climatechange. The reindeer are a crucial part of the arti…
251,0.0,0.0,1.0,0.0,RT @IPCC_CH: Estimates of the global emissions outcome of current nationally stated mitigation ambitions as submitted under the Paris Agree…
252,0.1779,0.0,0.898,0.102,"#Warren's #Climate Plan: B4 2008 #crash, #investors &amp; #government #failed 2 address growing #risks in r #financial… https://t.co/waYYZUF3ZZ"
253,0.0,0.0,1.0,0.0,RT @AhrcHeritage: We still have places left in our upcoming #anthropocene heritage session @TAG_UCL_IoA in December so do take a look &amp; sub…
254,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
255,-0.0516,0.059,0.941,0.0,"RT @Elizabeth_Ruler: What is the future of forests?

#forests act as fighters against #climatechange 

Forests act as guardians of #biodive…"
256,0.4033,0.0,0.881,0.119,RT @Thongch34759935: Children are being born less intelligent due to #climatechange &amp; they are turning into climate scientists at an early…
257,-0.2732,0.149,0.851,0.0,"#WednesdayMorning Reading - #Infrastructure at risk:  ""New long-lived transportation infrastructure must be designe… https://t.co/BrZnd07nbf"
258,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
259,0.6369,0.0,0.729,0.271,"RT @DrDooleyMD: Our taxes should be used to help people.   

Like:

#MedicareForAll 
#ClimateChange
#GreenNewDeal 
#CancelStudentDebt 
#Col…"
260,0.5562,0.0,0.841,0.159,"RT @DocsEnvAus: Come to DEA's key event on #ClimateCrisis &amp; #health! NSW Parliament House, Tues 6 August 6.30pm. Free registration (essenti…"
261,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
262,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
263,0.3182,0.0,0.897,0.103,"RT @GreenpeaceNZ: ⚠️@OMV is one of just 100 companies responsible for 70% of global climate emissions.

Now, in the #climateCrisis, they're…"
264,0.0,0.0,1.0,0.0,RT @climateleaf: Unprecedented Arctic #wildfires: #ClimateChange means rising temperatures are drying out #Arctic #forests making them more…
265,0.0258,0.1,0.795,0.105,"RT @PaulEDawson: ""It’s crazy to think that we can have unlimited economic development on a planet with finite natural resources and a still…"
